title,address,type,latitude,longitude,about_site_label,about_site_text,about_subject_label,about_subject_text,interesting_fact,image_path,external_link
"Square Khadafi","51 Madad ul Islam St, Port Louis, Mauritius","history","-20.1589129","57.5114255","About this address","This public square in Plaine Verte, Port Louis's Muslim quarter, is popularly known as Khadafi Square - after Libyan leader Muammar Gaddafi donated a statue of himself to the city here in the 1980s, reflecting Libyan-Mauritian ties of that era. The statue came down after Gaddafi's fall from power in 2011, but the square kept his name, and it remains a community gathering point for the neighbourhood.","","","The statue that gave the square its name outlasted Gaddafi's own rule by only months - it came down soon after his 2011 overthrow and death, yet locals still call the square by his name today.","port-louis-square-khadafi.jpg",""
"Old Ghoon Mazaar","47b Benares St, Port Louis, Mauritius","religious_building","-20.1594574","57.514343","About the church","This mazaar - a shrine to a revered holy figure - stands on Benares Street in Plaine Verte, the historic Muslim quarter of Port Louis on the far side of the Citadelle hill. The district is the traditional home of the Ghoon (or Yamsé) festival, observed since 1790 by Mauritius's Shia Muslim minority to commemorate the martyrdom of Hussain, grandson of the Prophet Muhammad, during the Islamic month of Muharram.","","","This tradition hasn't always been safe to practice: during the 1850 Yamsé Ghoon Riots, the annual Muharram procession here was violently attacked by a mob of Creole ex-slaves, forcing marchers to abandon their ceremonial Ghoon structures and flee through the streets - several people died, and the police chief was heavily criticised for failing to intervene.","",""
"Islamic Cultural Centre","Port Louis, Mauritius","building","-20.1634853","57.5127263","About the building","This community centre serves Port Louis's Muslim community, established in August 1987 to meet a long-felt need for a dedicated cultural institution, in line with the Mauritian government's policy of promoting the cultural heritage of all communities on the island. It was placed on a formal legal footing two years later through the Islamic Cultural Centre Trust Fund Act, proclaimed on 15 December 1989.","","","The Centre's founding legislation has been amended three times since 1989 - in 1991, 2000 and 2001 - reflecting how its role expanded over more than three decades.","port-louis-islamic-cultural-centre.jpg",""
"FORENA (Fondation Ressources et Nature) - Endemic tree plantation","Port Louis, Mauritius","quirky","-20.1630374","57.5094557","About this spot","Near the Citadelle (Fort Adelaide), this reforestation site is planted with endemic Mauritian species by FORENA, a local environmental NGO working to restore the island's native forest cover. The hill has suffered serious soil erosion linked to climate change, and FORENA's plan covers roughly 11-12 hectares of the Citadelle's slopes, part of a wider mission that has planted over 20,000 endemic trees and replanted more than 20 hectares across Mauritius.","","","FORENA's broader restoration work has earned it over 20 Bio ECOcert organic-farming certifications alongside its tree-planting - a sign the foundation pairs reforestation with sustainable agriculture training for local communities.","port-louis-forena.jpg",""
"Statue de Saint Louis","St. Louis Cathedral's Garden, Pope Hennessy St, Port Louis, Mauritius","statue","-20.1650637","57.5059323","About the statue","A bronze statue of Saint Louis - King Louis IX of France, the cathedral and city's namesake saint - stands on a stepped stone pedestal in the peaceful courtyard and garden directly outside Saint Louis Cathedral, on Pope Hennessy and Bourbon Streets. It shares the square with a separate 18th-century heritage obelisk that once served as a water fountain, together forming a quiet corner right at the cathedral's front doors.","","","Louis IX is the only French king ever canonised a saint - he led two Crusades and died of dysentery outside Tunis in 1270. Mauritius's oldest cathedral, and the streets around this square, all carry his name because of that dedication.","port-louis-statue-de-saint-louis.jpg",""
"Photographic Museum Of Mauritius","Rue du Vieux Conseil, Port Louis, Mauritius","museum","-20.164162","57.50356","About the museum","This museum of historic photography sits on Rue du Vieux Conseil, founded in 1966 by photographer Tristan Bréville and his wife to preserve the island's photographic memory going back to 1839. Housed in an 18th-century building that once belonged to French botanist and administrator Pierre Poivre, it holds over 50,000 old photographs of Mauritius, alongside a collection of historic cameras and equipment.","","","Among its collection is one of the rarest lenses in photographic history, made by Charles Chevalier for Jacques Daguerre - inventor of the daguerreotype - in 1834, just a few years before photography itself was publicly unveiled.","port-louis-photographic-museum.jpg",""
"National Assembly of the Republic of Mauritius","National Assembly, Intendance St, Port Louis, Mauritius","building","-20.1630085","57.5033735","About the building","This is the seat of the Mauritian parliament, on Intendance Street, housed in the historic New Treasury Building next to Government House - itself the oldest building in the capital, dating to 1738 when Governor Mahé de La Bourdonnais rebuilt it in stone. The Legislative Council has met on this site since 1875, a lineage that runs directly through to today's democratically elected National Assembly.","","","Lawmakers have been meeting on this exact site since 1875 - nearly 150 years of continuous legislative history, spanning French colonial rule, the British Empire and an independent Mauritius.","port-louis-national-assembly.jpg",""
"Natural History Museum","Port Louis, Mauritius","museum","-20.1632341","57.5023736","About the museum","This is the Mauritius Institute's Natural History Museum, on the ground floor of a National Heritage building constructed between 1880 and 1884 and modelled partly on Sri Lanka's Colombo Museum. Its collections trace back to 1826, when naturalists Julien Desjardins and Louis Bouton first proposed a museum to the governor - the resulting Desjardins Museum opened in 1842, decades before the current building existed, and the institution was declared a National Museum in 2000.","","","The museum's most complete dodo skeleton wasn't unearthed until 1904, discovered by a Port Louis barber named Étienne Thirioux, whose amateur fossil-hunting turned up two near-complete dodo skeletons - the finer one stayed here in Mauritius, the other ended up in a museum in Durban, South Africa. Remarkably, his discoveries went almost unrecognised by scientists for decades and were never properly described in scientific literature until long after his death.","port-louis-natural-history-museum.jpg",""
"Église Adventiste Du Septième Jour Port-Louis","St Louis St, Port Louis, Mauritius","religious_building","-20.1659055","57.5016627","About the church","This Seventh-day Adventist congregation sits on St Louis Street, part of a Protestant denomination formally organised in 1863 out of mid-19th-century Christian eschatological movements. Distinctively, Adventists worship on Saturdays rather than Sundays, and the congregation here is active locally in health, education and humanitarian work, alongside the denomination's wider emphasis on Biblical authority.","","","The faith arrived in Mauritius in 1912, when a local woman named Rosina Le Même returned from Europe and began spreading the Adventist message - by 1958 the young Mauritius Mission already had fifteen churches and around 1,300 members across the island.","",""
"La Galerie du Génie","6 Edith Cavell St, Port Louis, Mauritius","building","-20.164012","57.4995742","About the building","This 602-square-metre exhibition and events space sits on Edith Cavell Street, inside an 18th-century building originally known as the Hôtel du Génie. It now hosts art exhibitions, markets and concerts as part of EDITH, a cultural venue aiming to make the space Port Louis's community meeting point for the local arts scene.","","","The building once stored the survey maps of Jean Baptiste Lislet Geoffroy, the island's pioneering 18th-century hydrographic engineer - the son of a French engineer and Niama, an enslaved Senegalese princess, who wasn't legitimised by his father until he was 38. Despite that start, he became one of the era's most respected cartographers, elected to the French Academy of Sciences in 1786 - an extraordinary achievement for a mixed-race man born into slavery - making today's contemporary-art space the former archive of some of Mauritius's earliest scientific cartography.","port-louis-la-galerie-du-genie.jpg",""
"The Bank of Mauritius Museum","Sir William Newton St, Port Louis, Mauritius","museum","-20.1619686","57.5034549","About the museum","This museum on the history of currency in Mauritius is run by the country's central bank inside its original premises on Sir William Newton Street. It opened on 3 March 2018, marking the 50th anniversary of both the Bank of Mauritius and Mauritian independence, and displays around 500 artefacts spanning from the 12th-century Arab period through to the present, drawn together with contributions from the MCB Group, HSBC Mauritius, the Royal Mint and banknote maker Thomas De La Rue.","","","Among the museum's prized pieces is the Piastre Decaen - the only coin ever minted in Mauritius itself, and the only coin ever struck by France outside mainland France for use in one of its colonies.","port-louis-bank-of-mauritius-museum.jpg",""
"Queen Victoria Statue","Place d'Armes, Port Louis, Mauritius","statue","-20.1624886","57.502831","About the statue","This statue of Queen Victoria stands at Place d'Armes in front of Government House, erected in 1897 during the height of the British colonial era on the island. Its inscription reads ""To the memory of beloved and much regretted Queen Victoria Empress of India - the Inhabitants of Mauritius"", a formal show of affection colonial-era Mauritius expressed toward the monarch.","","","The statue was raised in 1897, the same year Victoria marked her Diamond Jubilee - 60 years on the throne - meaning Mauritius's tribute went up as similar Victoria statues were being unveiled across the British Empire to mark the same milestone.","port-louis-queen-victoria-statue.jpg",""
"Statue of William Newton","Place d'Armes, Port Louis, Mauritius","statue","-20.16243890586373","57.50260340777339","About the statue","This statue honours Sir William Newton (1842-1915), a Mauritian lawyer of mixed Indo-Mauritian and Scottish descent who led the reformist movement launched in 1882 demanding an elected element in the colonial Legislative Council. His campaigning under the administration of Governor Sir John Pope Hennessy helped bring about the Constitutional Reform of 1885, which for the first time let Indo-Mauritians and other non-white islanders elect their own representatives.","","","The Constitution Newton helped win came into force on 20 October 1885 - the first time in Mauritian history that non-white islanders could vote for their own representatives in the colonial legislature. Newton himself embodied the divide he fought to close: born in 1842 to an Indo-Mauritian mother and a Scottish father, he belonged to the island's ""Gens de couleur"" community that colonial law treated as second-class. He won a British scholarship to study law in England, came home to practise as a barrister, and led the Reform Party he founded for thirty years, right up until his death in 1915.","port-louis-william-newton-statue.jpg",""
"Statue of Sir John Pope Hennessy","Place d'Armes, Port Louis, Mauritius","statue","-20.16232618823186","57.50274305583047","About the statue","This statue honours Sir John Pope Hennessy, an Irish-born colonial administrator who served as Governor of Mauritius from 1883 to 1889. Regarded as a progressive and liberal governor by the standards of his time, his administration presided over the reformist movement that produced the 1885 Constitutional Reform, extending the vote to Indo-Mauritian and other non-white islanders for the first time.","","","Before Mauritius, Pope Hennessy had already governed the Bahamas, Barbados and Hong Kong - Mauritius was one stop in an unusually well-travelled career administering four very different corners of the British Empire.","port-louis-john-pope-hennessy-statue.jpg",""
"China Town South Gate","48 Royal Rd, Port Louis, Mauritius","quirky","-20.1595616","57.5056429","About this spot","This is one of the ornamental Friendship Gates marking the entrance to Port Louis's Chinatown on Royal Road, one of the oldest Chinatowns in Africa. The gates were a gift from Foshan, in Guangdong province, Port Louis's twin city in China, symbolising the long-standing links between the two places and the wider friendship between Mauritius and China.","","","Chinatown's roots reach back to the 1780s, when the first Chinese migrants arrived in Port Louis from Guangzhou aboard British, French and Danish ships - making it one of the oldest continuously inhabited Chinese communities anywhere in Africa.","port-louis-china-town-gate.jpg",""
"Intercontinental Slavery Museum","Port Louis, Mauritius","museum","-20.1590301","57.5021829","About the museum","This museum documents the history of slavery and indentured labour in the Indian Ocean, opened on 4 September 2023 inside Port Louis's former military hospital - the oldest building in the city, constructed between 1736 and 1740 under Governor Mahé de La Bourdonnais, reportedly by enslaved labour. Its exhibits include objects unearthed from the old slave cemetery at Albion during 2021-22 excavations, alongside 63 ethnographic plaster busts cast in 1846 from the faces of enslaved people from Mauritius, Tanzania and the Comoros.","","","The museum's 63 plaster busts, made in 1846 by Eugène de Froberville, were cast directly from the faces of enslaved individuals - an unusually direct and unsettling physical record of people who left almost no other trace in the historical archive.","port-louis-intercontinental-slavery-museum.jpg",""
"Mauritius Postal Museum","Port Louis Waterfront, Trunk Road, Port Louis, Mauritius","museum","-20.1599754","57.5016688","About the museum","This museum traces the island's postal history, housed in a mid-Victorian building on the waterfront built between 1865 and 1870 and listed as a national monument since 1958. It served as Mauritius's main post office from December 1870 (gaining the Central Telegraph Office in 1877) before being converted into a museum in 2008, covering postal services from the Dutch and French periods through British rule.","","","Mauritius's famous 1847 ""Post Office"" stamps - the Penny Red and Two Pence Blue - stayed completely unknown to collectors until 1864, when a Bordeaux merchant's wife found copies tucked away in her husband's old papers. The single surviving envelope bearing both stamps together, the ""Bordeaux Cover,"" later sold at a 1993 Zurich auction for 5.75 million Swiss francs - about $4 million, the highest price ever paid for a philatelic item at the time.","port-louis-postal-museum.jpg",""
"Alte Windmühle (Windmill Museum)","Waterfront Underpass, Port Louis, Mauritius","museum","-20.1594586","57.5011402","About the museum","This is Port Louis's historic waterfront windmill, built in 1736 to grind flour for dockworkers in the harbour - a French-style mill with four sails and a pointed cap. After the British took the island in 1810 it was repurposed as a signal tower, then abandoned for much of the 20th century before being restored to full working order in 1998 with help from the French windmill association ARAM. It has operated as a small museum around the restored mill since 1999.","","","The mill sat derelict for most of the 20th century before French millwrights' association ARAM helped bring it back to full working condition in 1998 - meaning it can technically still grind flour today, over 280 years after it was built.","port-louis-alte-windmuhle.jpg",""
"SBM Fountain","Quay St, Port Louis, Mauritius","quirky","-20.1603956","57.5005954","About this spot","This dancing fountain on the Port Louis waterfront was donated by the State Bank of Mauritius as part of a revamp of the waterfront masterminded by developer Landscope Mauritius. Lit and choreographed to music in the evenings, it was conceived as a symbol of unity and harmony among Mauritius's diverse communities.","","","Every evening the fountain turns into a full sound-and-light performance, its jets choreographed to music - Port Louis's own small-scale answer to the dancing fountains of Dubai and Bellagio.","port-louis-sbm-fountain.jpg",""
"SAJ Statue","Place d'Armes, Port Louis, Mauritius","statue","-20.1606836","57.5009595","About the statue","This bronze statue of Sir Anerood Jugnauth (""SAJ"") was unveiled at the Port Louis Waterfront on 15 June 2024, honouring the former Prime Minister and President who dominated Mauritian politics for decades. It stands beside an earlier statue of Sir Seewoosagur Ramgoolam, placing two of independent Mauritius's most prominent leaders side by side on the same esplanade.","","","At 3.6 metres tall, the SAJ statue was built about 30 centimetres taller than the neighbouring Ramgoolam statue, and its Rs 13.5 million cost and sculptor Devanand Bungshee's likeness both drew public criticism at the time of unveiling.","port-louis-saj-statue.jpg",""
"Bust of Queen Victoria","Victoria Urban Terminal, Victoria Square, Port Louis, Mauritius","statue","-20.163491","57.497195","About the bust","Wrapped in cloth for its first two days on public view, this stone bust of Queen Victoria stands inside the Victoria Urban Terminal - the striking multimodal transport hub built over Port Louis's old Victoria Square bus station. It appeared here without warning in May 2023, as the terminal's redevelopment neared completion, carved with enough detail in the queen's crown and flower-worked robe that commuters passing through assumed it had to have been shipped in from abroad rather than carved locally.","","","No plaque or inscription has ever said who carved it or why - and when it vanished under cloth just 48 hours after first appearing, word around the terminal was that officials were saving the reveal for 6 May 2023: the day King Charles III was crowned in London.","port-louis-bust-of-queen-victoria.jpg",""
"Victoria Metro Station","Place Victoria Bus Terminal, Port Louis, Mauritius","building","-20.1626232","57.4980481","About the building","This is the starting terminus of the Metro Express, Mauritius's modern light-rail network, at the Place Victoria transport hub in central Port Louis. Phase 1 opened here on 3 October 2019, running just as far as Rose Hill Central - today the line runs the full length of the island's central plateau, all the way from this Port Louis terminus to Curepipe (completed October 2022), with a branch peeling off at Rose Hill to reach the University of Mauritius at Réduit. The station connects seamlessly to buses, taxis and a pedestrian bridge to Caudan Waterfront.","","","Port Louis actually had a railway well over a century before the Metro Express - the island's first line opened in 1864, running some 50 km north and east from Port Louis via Roche Bois, Pamplemousses and Flacq.","port-louis-victoria-metro-station.jpg",""
"Caudan Arts Centre","Caudan Waterfront, Port Louis, Mauritius","building","-20.1619747","57.4983684","About the building","This performing-arts venue at Caudan Waterfront was built on what was once a car park, inaugurated in December 2018 as the first new theatre built in Mauritius in nearly a century. Its 431-seat auditorium, designed by architect Maurice Giraud and Didier Ho Architecture with acoustics engineering by Arup, hosts drama, music and dance, alongside a restaurant, bars, a conference room and exhibition space.","","","Before this venue opened in 2018, Mauritius had gone almost 100 years without a purpose-built theatre - making the Caudan Arts Centre the first new stage of its kind on the island in nearly a century.","port-louis-caudan-arts-centre.jpg",""
"Port Louis Casino","Port Louis, Mauritius","building","-20.1614726","57.4989954","About the building","This casino at Caudan Waterfront is part of the complex that opened on 25 November 1996, on land once occupied by warehouses and a meteorological observatory. It occupies the Barkly Wharf building, named for Sir Henry Barkly, Governor of Mauritius from 1863 to 1870, and is known for a striking facade styled like the bow of a pirate ship, complete with bowsprit mast and statuary.","","","The building's pirate-ship facade - a bowsprit mast and figurehead-style statues built into the architecture - makes it one of the more theatrical pieces of commercial design on the whole waterfront, and it backs it up with scale: it's the largest casino in Port Louis, running 214 gaming machines and 16 table games under that pirate-ship roof.","port-louis-casino.jpg",""
"Craft Market","Caudan Waterfront, Port Louis, Mauritius","quirky","-20.1614607","57.4981841","About this spot","Wander the two storeys here and you're browsing roughly thirty stalls, nearly all of them run by the Mauritian craftspeople who actually made what's on the table - wood carvings, wicker baskets, embroidered linen, handmade jewellery, scented candles and freshly ground spices, much of it made by the stallholders themselves, their families, or brought in from their home villages. Look out especially for the model ships: intricate wooden replicas of famous vessels, a craft with real roots on this island rather than a tourist gimmick. The wider Caudan complex this market sits inside opened on 25 November 1996, on ground with commercial history stretching back to 1726, when Jean Dominique Michel de Caudan arrived from Languedoc and set up a saltpan on this stretch of coast.","","","The Caudan area's recorded history as commercial ground stretches back to 1726, when its namesake founded a saltworks here - two and a half centuries before the site became a modern shopping and crafts destination.","port-louis-craft-market.jpg","https://caudan.com/craft-markets/"
"Umbrella Square","The Docks, Port Louis, Mauritius","quirky","-20.1610975","57.4981458","About this spot","Walk this pedestrian stretch at Caudan Waterfront and a photogenic ""umbrella sky"" opens up overhead - a canopy of colourful open umbrellas suspended above you, creating a floating rainbow ceiling and dappled shade below. Also known as Umbrella Street, the installation follows a globally popular format, the Umbrella Sky Project, that began in the Portuguese town of Águeda in 2011 and has since spread to public spaces on several continents. It's become one of the most-photographed spots on the Port Louis waterfront, its playful modern art sitting against the backdrop of the city's older port heritage.","","","The Águeda original was created by the Portuguese art collective Sextafeira Produções in 2011 as part of the city's Agitágueda Art Festival - the idea proved so popular it has since spread to cities as far apart as Lisbon, France, the UK and Bahrain, with Port Louis just one stop on that list.","port-louis-umbrella-square.jpg",""
"Caudan Waterfront","Caudan Waterfront, Port Louis, Mauritius","quirky","-20.161","57.4985","About this spot","This is the outdoor plaza, marina and promenade at the heart of the wider Caudan waterfront development, which opened on 25 November 1996 on former docklands and has since become one of Port Louis's most popular spots for both tourists and locals - restaurants and bars along the harbour, a working marina, public art and statues scattered through the open space, including one of Sir Seewoosagur Ramgoolam, independent Mauritius's first Prime Minister. The whole area takes its name from Jean Dominique Michel de Caudan, a saltpan worker (""saunier"") from Languedoc in France who set up a saltpan here in 1726, on what was then a small coral islet and bay southwest of the young settlement - over the next two and a half centuries the site went on to host a gunpowder magazine, an astronomical and meteorological observatory, warehouses and dry docks, long before any of today's restaurants and marina arrived.","","","By the 1980s, the waterfront had fallen into serious decline - Mauritius's cargo shipping had modernised and moved elsewhere in the port, leaving Le Caudan's old wharves and warehouses obsolete and abandoned before the 1996 redevelopment turned it into what's here today.","port-louis-caudan-waterfront.jpg",""
"Swing Bridge","Port Louis, Mauritius","quirky","-20.1597798","57.4960076","About this spot","Cross this bridge over a channel of Port Louis harbour at Caudan Waterfront, built to swing open and let boat traffic pass through - and here's the twist: it isn't originally Mauritian at all. The bridge began its working life at Cape Town's Victoria & Alfred Waterfront in South Africa, installed there in 1997, before being replaced and sold on; Caudan Development Ltd bought it secondhand and shipped it here in 2021, making it Mauritius's first true swing bridge. It now opens over a working port whose basin was expanded and dredged repeatedly from the late 18th century onward, notably under naval engineer Chevalier de Tromelin in the 1780s and Governor Decaen's improvements in the early 1800s.","","","This is Mauritius's first true swing bridge - before 2021, the country had none. It spent its first 22 years of service thousands of kilometres away at Cape Town's V&A Waterfront in South Africa, before Caudan Development bought it secondhand and shipped it here.","port-louis-swing-bridge.jpg",""
"Odysseo- oceanarium (Mauritius) LTD","Harbour Waterfront, Port Louis, Mauritius","quirky","-20.1593375","57.4951185","About this spot","This is Mauritius's first and largest oceanarium, a 5,500-square-metre complex on the Port Louis harbour waterfront that opened in 2021. Spread across six themed zones from mangroves to open ocean, its 45 aquariums hold more than 200 marine species, with underwater tunnels, interactive shows, a shark touch-pool and a children's laboratory built around a conservation-education mission.","","","Odysseo is the largest oceanarium anywhere in the Mascarene Islands, ahead of similar attractions in Réunion and the Seychelles, and it earns that scale with six zones covering the full range of Indian Ocean habitats - Coral Reef, Lagoon, Mangroves and Beaches, Open Sea, Invertebrates and a Sub-Oceanic View - rather than one big shared tank.","port-louis-odysseo.jpg",""
"Statue of Maurice Curé","Place d'Armes, Port Louis, Mauritius","statue","-20.161790811701646","57.50218601692103","About the statue","This statue honours Dr Maurice Curé (1886-1977), the medical doctor who conceived and launched the Mauritius Labour Party on 23 February 1936, the island's first mass political party campaigning for the rights of labourers and artisans. He led it for its first five years, until 1941, working alongside co-founders including Emmanuel Anquetil, Barthélemy Ohsan and Pandit Sahadeo before stepping back from leadership.","","","Curé trained as a doctor, not a politician - he only turned to founding the Labour Party after returning to Mauritius in 1913 and serving as the Municipality of Port Louis's own medical doctor. He didn't hand over power gracefully either: forced to resign as party president in 1941, with Anquetil taking over. Even Sir Seewoosagur Ramgoolam, the party's most famous leader and independent Mauritius's first Prime Minister, wasn't one of the founders - he only joined in 1947, more than a decade after Curé had already stepped down.","port-louis-statue-of-maurice-cure.jpg",""
"H.M Borstal","Port Louis, Mauritius","history","-20.1777615","57.470891","About this address","On the outskirts of Port Louis stands a building with two very different lives. The French built it as a hospital; British colonial administration later repurposed it as ""Her Majesty's Borstal"" - a youth reform institution rather than a prison. The word ""borstal"" itself comes from a single village near Rochester, Kent, where the first one opened in 1902 under prison commissioner Sir Evelyn Ruggles-Brise: instead of locking young offenders up alongside hardened adult convicts, the regime leaned on education, structured work and discipline, on the theory that a teenager was still reformable in a way a grown criminal might not be. The Prevention of Crime Act 1908 rolled the model out across Britain, and from there it followed the empire outward - to India, Canada, Ireland, and here, to a former French hospital in Mauritius. Look closely at the lettering on the building today and you'll notice the ""M"" of ""H.M."" has quietly vanished - one small, physical trace of 1968 independence outliving the institution's original colonial name.","","","The whole borstal system - the word and the institution - traces back to one village: Borstal, near Rochester in Kent, where the first reform-focused youth facility opened in 1902. By the time Mauritius got its own ""Her Majesty's Borstal,"" the model had spread across the British Empire to India, Canada and Ireland as well.","port-louis-hm-borstal.jpg",""
"Musée La Bonté Innée","Couvent des Sœurs BPS, Edith Cavell St, Port Louis, Mauritius","history","-20.1669467","57.5035735","About this address","Inside the Couvent des Sœurs BPS on Rue Edith Cavell, this small museum opened in 2024 to tell the life story of Mère Augustine (born Caroline Lenferna de Laresle, 1824-1900), the Mauritian nun who founded the Congrégation des Sœurs de Charité de Notre-Dame-du-Bon-et-Secours on this same site in 1850. Objects, paintings, photographs and archival documents trace her work and the congregation's long history of healthcare and education on the island.","","","During Port Louis's 1854 cholera epidemic, Mère Augustine and two fellow sisters nursed the sick through the outbreak, and that same year she founded the colony's first orphanage, taking in children without distinction of race or colour - a founding act the museum is built around.","port-louis-musee-la-bonte-innee.jpg",""
"Jardins de la Compagnie (Company Garden)","La Chaussée, Port Louis, Mauritius","park","-20.16363814634119","57.50193703870211","About this spot","Walk into Port Louis's oldest and largest public garden, laid out in the 18th century on land first used as a vegetable plot by the French East India Company. Under threat of a smallpox epidemic the ground was pressed into service as a cemetery until the burial ground was moved to the West Cemetery in 1771, after which the site was replanted as an ornamental park. Today its avenues of towering banyan and royal palm trees, fountains and quiet benches make it a favourite lunchtime retreat for office workers in the surrounding capital, and it doubles as an open-air gallery of Mauritian history, dotted with more than a dozen statues and busts of the writers, doctors and independence-era figures who shaped the island.","","","Look closely among the trees and you'll find a cluster of individual monuments worth tracking down in their own right, including tributes to journalist Remy Ollier, poet Léoville L'Homme, physiologist Brown-Séquard and civil-rights lawyer Manilal Doctor - each with its own story told elsewhere on this tour.","port-louis-jardins-de-la-compagnie.jpg","https://www.lonelyplanet.com/points-of-interest/jardins-de-la-compagnie/1344076"
"Statue of Remy Ollier","Jardins de la Compagnie, Port Louis, Mauritius","statue","-20.163585371027906","57.5019229834358","About the statue","This monument in the Company Garden honours Remy Ollier (1816-1845), a mixed-race Mauritian journalist often called the father of the island's free press. Barred by his ancestry from full civil rights under colonial rule, Ollier founded the newspaper La Sentinelle de Maurice in 1843 specifically to campaign against the discriminatory laws that denied ""free coloured"" Mauritians equal status with white colonists, and his agitation helped force reforms within just a few years of the paper's launch.","","","Ollier's own parentage explains his cause: his father was a French artillery captain, his mother Julie Guillemeau a freed slave - making him one of the ""gens de couleur"" he fought for. He petitioned Queen Victoria herself for the right of coloured Mauritians to sit on the colonial council, a request granted a few years later.","port-louis-statue-of-remy-ollier.jpg","https://en.wikipedia.org/wiki/R%C3%A9my_Ollier"
"Statue of Leoville L'Homme","Jardins de la Compagnie, Port Louis, Mauritius","statue","-20.163493014186674","57.50189643466174","About the statue","This monument honours Éphrem Léoville L'Homme (1857-1928), regarded as one of Mauritius's foremost poets and a key figure in the island's 19th-century literary revival. Writing in French at a time when Mauritian literature was rarely taken seriously beyond the island, his poetry gave voice to everyday Mauritian life and helped establish a distinctly local literary identity separate from mainland France.","","","In 1883, his one-act play Le Dernier Tribut was staged in Port Louis - the first time any work by a Mauritian-born writer had ever been performed on a Mauritian stage. He was also the first Mauritian ever named a Fellow of the Library Association, reflecting the decades he spent working as a librarian alongside his writing.","port-louis-statue-of-leoville-lhomme.jpg",""
"Statue of Manilal Doctor","Jardins de la Compagnie, Port Louis, Mauritius","statue","-20.16344317076068","57.501885502798125","About the statue","This life-size statue honours Manilal Maganlal Doctor (1881-1956), the Indian barrister sent to Mauritius in 1907 by Mahatma Gandhi himself to provide free legal aid to indentured Indian labourers. Practising at the Supreme Court, Doctor took on bonded workers' cases pro bono and founded the newspaper The Hindustani to campaign for their rights, under the motto ""Liberty of Individuals! Fraternity of Men!!! Equality of Race!!!""","","","Mauritius was only the start: Gandhi sent him on to Fiji in 1912 for the same fight, where he organised a major strike in 1920 that so rattled colonial authorities they had him deported to New Zealand and barred from practising law altogether.","port-louis-statue-of-manilal-doctor.jpg","https://en.wikipedia.org/wiki/Manilal_Doctor"
"Bust of Charles-Edouard Brown-Sequard","Jardins de la Compagnie, Port Louis, Mauritius","statue","-20.16339625934197","57.501880817705576","About the statue","This bronze bust honours Charles-Édouard Brown-Séquard (1817-1894), the Port Louis-born physiologist and neurologist who became one of the 19th century's most influential medical scientists, teaching at the Collège de France in Paris and first describing the spinal-cord injury pattern now known as Brown-Séquard syndrome.","","","In 1889, aged 72, he injected himself with extracts from ground-up dog and guinea pig testicles, claiming it rejuvenated him - the resulting ""Brown-Séquard Elixir"" became a public sensation, and cartoonists caricatured him as a crazed doctor surrounded by monkeys. It was almost certainly a placebo effect, but the experiment is now credited as the birth of modern hormone therapy.","port-louis-bust-of-brown-sequard.jpg","https://en.wikipedia.org/wiki/Charles-%C3%89douard_Brown-S%C3%A9quard"
"Statue of Adrien d'Epinay","Jardins de la Compagnie, Port Louis, Mauritius","statue","-20.163347881940076","57.50186832416349","About the statue","This monument in the Company Garden marks the centenary of the death of Adrien d'Épinay (1789-1839), a Mauritian lawyer and politician who led early campaigns against extending civil rights to free people of colour while separately championing planter interests through the compensation negotiations that followed the abolition of slavery - making him one of the most consequential, if controversial, figures in the island's 19th-century political history.","","","In 1832 he didn't just campaign against abolition - he led an actual rebellion, proposing the motion that forced the expulsion of a British anti-slavery official sent to the island, in what colonial authorities branded ""open and public rebellion."" Then, when compensation finally came in 1837, he made sure he and his wife both claimed their share: between them they were paid for 455 enslaved people they had owned - his 120 earning him £4,324, hers 335 earning her £10,868, a combined sum worth well over a million dollars today.","port-louis-statue-of-adrien-depinay.jpg",""
"Statue of Ti Frere (Alphonse Ravaton)","Jardins de la Compagnie, Port Louis, Mauritius","statue","-20.163299504437266","57.501860515702575","About the statue","This statue honours Alphonse Ravaton (1900-1992), known to every Mauritian as ""Ti Frère"" (""Little Brother""), the singer and songwriter widely credited as the father of modern sega - the Creole music and dance style descended from the songs of enslaved and indentured labourers that later became Mauritius's national music.","","","Ti Frère spent much of his life working as a labourer and only found wide fame late in life, in the 1960s and 70s, when folklorists began recording him - this statue, unveiled 28 April 2000, celebrates a musician who was, for decades, more famous among ordinary Mauritians than any politician.","port-louis-statue-of-ti-frere.jpg",""
"Bust of Raoul Rivet","Jardins de la Compagnie, Port Louis, Mauritius","statue","-20.163248194979463","57.501854268920084","About the statue","This bust honours Raoul Rivet, a Franco-Mauritian journalist and writer, inscribed with his own words ""Je dois à la France d'être un homme pensant"" (""I owe to France the fact that I am a thinking man"") - a tribute to the French cultural and literary education that shaped Mauritius's colonial-era intelligentsia.","","","Rivet directed Le Mauricien for 35 years, from 1922 to 1957, and the family media dynasty he founded kept control of the paper for over a century afterward - his son Jacques Rivet remained at the helm until 2022.","port-louis-bust-of-raoul-rivet.jpg",""
